ID,store_ID,posSystem_ID,article_ID,detectedOn,pattern,severity,criticality,state,anomalyScore,cancellationRate,baselineRate,valueAtRisk,currency_code,evidence,recommendedAction
SA-000083,STR01,PF-STR01,AR00244,2026-05-24,TAG_ABSENT,HIGH,1,OPEN,59.75,0.1481,0.119,10,EUR,"HOMEMADE BUN Veggie Laugenecke Tom Moz is not RFID tagged but is being presented at an autonomous gate (3 cancellations, 4 units). Counted stock runs 25.6% below book stock across 21 daily counts. Cancellation rate 14.8% against a network baseline of 11.9% for this article (3 events, 4 units).",Add the article to the RFID tagging list or block it from the autonomous assortment.
SA-000084,STR01,PF-STR01,AR00161,2026-06-10,RFID_MISREAD,HIGH,1,OPEN,59.38,0.8,0.3434,15.2,EUR,"Cancellation rate 80.0% against a network baseline of 34.3% for this article (3 events, 4 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000085,STR01,PF-STR01,AR00396,2026-06-16,RFID_MISREAD,HIGH,1,OPEN,59.04,0.4286,0.1879,19.8,EUR,"Cancellation rate 42.9% against a network baseline of 18.8% for this article (4 events, 9 units). Counted stock runs 14.3% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000086,MUC01,PF-MUC01,AR90004,2026-06-18,TAG_ABSENT,HIGH,1,OPEN,58.89,0.0316,0.1547,4.25,EUR,"Leergut 0,25 EUR is not RFID tagged but is being presented at an autonomous gate (7 cancellations, 17 units). Counted stock runs 13.1% below book stock across 21 daily counts.",Add the article to the RFID tagging list or block it from the autonomous assortment.
SA-000087,STR01,PF-STR01,AR00319,2026-04-09,RFID_MISREAD,HIGH,1,OPEN,58.82,0.5,0.2102,9.6,EUR,"Cancellation rate 50.0% against a network baseline of 21.0% for this article (4 events, 8 units). Counted stock runs 9.4% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000088,WDF02,PF-WDF02,AR00161,2026-06-23,RFID_MISREAD,HIGH,1,OPEN,58.51,0.75,0.3434,34.2,EUR,"Cancellation rate 75.0% against a network baseline of 34.3% for this article (4 events, 9 units). Counted stock runs 8.4% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000089,WDF02,PF-WDF02,AR00203,2026-05-06,RFID_MISREAD,HIGH,1,OPEN,57.28,0.8571,0.3778,15,EUR,"Cancellation rate 85.7% against a network baseline of 37.8% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000090,WDF02,PF-WDF02,AR90009,2026-05-11,RFID_MISREAD,HIGH,1,OPEN,56.49,0.25,0.1057,6.4,EUR,"Cancellation rate 25.0% against a network baseline of 10.6% for this article (3 events, 4 units). Counted stock runs 14.3% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000091,WDF01,PF02,AR00190,2026-01-11,TAG_ABSENT,HIGH,1,OPEN,56.13,0.1154,0.2,4.5,EUR,"Brown Donut is not RFID tagged but is being presented at an autonomous gate (3 cancellations, 3 units). Counted stock runs 20.4% below book stock across 21 daily counts.",Add the article to the RFID tagging list or block it from the autonomous assortment.
SA-000092,WDF01,PF02,AR00395,2026-06-13,RFID_MISREAD,HIGH,1,OPEN,56.04,0.136,0.0655,42.5,EUR,"Cancellation rate 13.6% against a network baseline of 6.5% for this article (17 events, 17 units). Counted stock runs 17.4% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000093,WDF02,PF-WDF02,AR00166,2026-05-18,RFID_MISREAD,HIGH,1,OPEN,55.97,0.7143,0.3253,19,EUR,"Cancellation rate 71.4% against a network baseline of 32.5% for this article (3 events, 5 units). Counted stock runs 9.0% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000094,WDF01,PF02,AR00039,2026-07-03,RFID_MISREAD,HIGH,1,OPEN,55.48,0.5,0.2448,48,EUR,"Cancellation rate 50.0% against a network baseline of 24.5% for this article (14 events, 48 units). Counted stock runs 14.5% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000095,WDF02,PF-WDF02,AR00151,2026-06-19,RFID_MISREAD,HIGH,1,OPEN,55.22,1,0.4762,31.2,EUR,"Cancellation rate 100.0% against a network baseline of 47.6% for this article (3 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000096,STR01,PF-STR01,AR00144,2026-06-24,RFID_MISREAD,MEDIUM,2,OPEN,54.69,1,0.4565,15.2,EUR,"Cancellation rate 100.0% against a network baseline of 45.7% for this article (3 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000097,WDF02,PF-WDF02,AR00057,2026-06-18,RFID_MISREAD,MEDIUM,2,OPEN,54.33,0.7059,0.3394,30,EUR,"Cancellation rate 70.6% against a network baseline of 33.9% for this article (4 events, 12 units). Counted stock runs 12.5% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000098,WDF01,PF02,AR00094,2026-07-03,STOCK_VARIANCE,MEDIUM,2,OPEN,54.29,0.9597,0.8389,107.01,EUR,"Counted stock runs 18.1% below book stock across 21 daily counts. Cancellation rate 96.0% against a network baseline of 83.9% for this article (124 events, 356.9869999999998 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000099,WDF01,MOB1,AR00027,2026-06-30,STOCK_VARIANCE,MEDIUM,2,OPEN,53.62,0.8739,0.705,116.48,EUR,"Counted stock runs 17.4% below book stock across 21 daily counts. Cancellation rate 87.4% against a network baseline of 70.5% for this article (97 events, 96.99200000000005 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000100,HAM01,PF-HAM01,AR90004,2026-06-16,TAG_ABSENT,MEDIUM,2,OPEN,53.27,0.0064,0.1547,1.75,EUR,"Leergut 0,25 EUR is not RFID tagged but is being presented at an autonomous gate (4 cancellations, 7 units). Counted stock runs 17.9% below book stock across 21 daily counts.",Add the article to the RFID tagging list or block it from the autonomous assortment.
SA-000101,WDF01,PF02,AR90012,2026-06-29,STOCK_VARIANCE,MEDIUM,2,OPEN,53.19,0.3097,0.1921,42.35,EUR,"Counted stock runs 20.3% below book stock across 21 daily counts. Cancellation rate 31.0% against a network baseline of 19.2% for this article (35 events, 35.001999999999995 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000102,WDF02,PF-WDF02,AR00154,2026-06-24,RFID_MISREAD,MEDIUM,2,OPEN,52.89,0.8095,0.4157,54.4,EUR,"Cancellation rate 81.0% against a network baseline of 41.6% for this article (6 events, 17 units). Counted stock runs 12.3% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000103,STR01,PF-STR01,AR90004,2026-06-24,TAG_ABSENT,MEDIUM,2,OPEN,52.52,0.021,0.1547,1.75,EUR,"Leergut 0,25 EUR is not RFID tagged but is being presented at an autonomous gate (3 cancellations, 7 units). Counted stock runs 15.3% below book stock across 21 daily counts.",Add the article to the RFID tagging list or block it from the autonomous assortment.
SA-000104,WDF01,PF02,AR00187,2026-04-24,STOCK_VARIANCE,MEDIUM,2,OPEN,52.07,0.2759,0.2886,20,EUR,Counted stock runs 21.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000105,WDF02,SM-WDF02,AR00009,2026-04-17,BASKET_ABANDONED,MEDIUM,2,OPEN,51.24,0.3,0.1353,6,EUR,"Cancellation rate 30.0% against a network baseline of 13.5% for this article (3 events, 6 units). Counted stock runs 14.9% below book stock across 21 daily counts.",Review basket abandonment at this terminal with the shift lead.
SA-000106,MUC01,SM-MUC01,AR00137,2026-06-12,STOCK_VARIANCE,MEDIUM,2,OPEN,51.09,0.2,0.1968,18.9,EUR,"Counted stock runs 21.5% below book stock across 21 daily counts. Cancellation rate 20.0% against a network baseline of 19.7% for this article (3 events, 7 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000107,HAM01,PF-HAM01,AR90002,2026-06-20,STOCK_VARIANCE,MEDIUM,2,OPEN,51.01,0.0346,0.102,0.72,EUR,"Counted stock runs 29.2% below book stock across 21 daily counts. Leergut 0,08 EUR is not RFID tagged but is being presented at an autonomous gate (3 cancellations, 9 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000108,STR01,PF-STR01,AR00207,2026-05-18,RFID_MISREAD,MEDIUM,2,OPEN,50.85,0.6429,0.2989,9,EUR,"Cancellation rate 64.3% against a network baseline of 29.9% for this article (4 events, 9 units). Counted stock runs 14.6% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000109,WDF01,PF02,AR90013,2026-07-01,RFID_MISREAD,MEDIUM,2,OPEN,50.72,0.3729,0.2148,142.65,EUR,"Cancellation rate 37.3% against a network baseline of 21.5% for this article (135 events, 135 units). Counted stock runs 9.3% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000110,HAM01,SM-HAM01,AR90002,2026-06-10,STOCK_VARIANCE,MEDIUM,2,OPEN,50.5,0.0271,0.102,0.56,EUR,Counted stock runs 29.2% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000111,MUC01,PF-MUC01,AR00191,2026-05-29,RFID_MISREAD,MEDIUM,2,OPEN,50.47,0.8571,0.4054,10.8,EUR,"Cancellation rate 85.7% against a network baseline of 40.5% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000112,WDF02,PF-WDF02,AR00043,2026-05-01,STOCK_VARIANCE,MEDIUM,2,OPEN,50.08,0.8,0.8,71.2,EUR,Counted stock runs 16.8% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000113,WDF01,PF02,AR90015,2026-06-17,STOCK_VARIANCE,MEDIUM,2,OPEN,50.06,0.2667,0.1486,38.1,EUR,"Counted stock runs 18.8% below book stock across 21 daily counts. Cancellation rate 26.7% against a network baseline of 14.9% for this article (32 events, 31.999999999999996 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000114,STR01,PF-STR01,AR00321,2026-07-03,RFID_MISREAD,MEDIUM,2,OPEN,50.03,0.5385,0.252,8.4,EUR,"Cancellation rate 53.8% against a network baseline of 25.2% for this article (4 events, 7 units). Counted stock runs 21.0% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000115,WDF02,PF-WDF02,AR00157,2026-07-02,RFID_MISREAD,MEDIUM,2,OPEN,49.98,0.625,0.3097,19,EUR,"Cancellation rate 62.5% against a network baseline of 31.0% for this article (3 events, 5 units). Counted stock runs 9.1% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000116,HAM01,PF-HAM01,AR00454,2026-06-26,STOCK_VARIANCE,MEDIUM,2,OPEN,49.9,0.3143,0.3704,31.9,EUR,Counted stock runs 19.2% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000117,WDF02,SM-WDF02,AR90020,2026-03-03,BASKET_ABANDONED,MEDIUM,2,OPEN,49.89,0.6154,0.301,15.6,EUR,"Cancellation rate 61.5% against a network baseline of 30.1% for this article (4 events, 8 units). Counted stock runs 9.6% below book stock across 21 daily counts.",Review basket abandonment at this terminal with the shift lead.
SA-000118,WDF01,PF02,AR00210,2026-04-05,STOCK_VARIANCE,MEDIUM,2,OPEN,49.59,0.3654,0.2629,22.8,EUR,"Counted stock runs 20.0% below book stock across 21 daily counts. Cancellation rate 36.5% against a network baseline of 26.3% for this article (15 events, 19 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000119,STR01,PF-STR01,AR00040,2026-04-20,STOCK_VARIANCE,MEDIUM,2,OPEN,49.55,0.5556,0.5185,16.5,EUR,"Counted stock runs 21.0% below book stock across 21 daily counts. Cancellation rate 55.6% against a network baseline of 51.9% for this article (4 events, 5 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000120,WDF01,PF02,AR90020,2026-05-03,STOCK_VARIANCE,MEDIUM,2,OPEN,49.4,0.4407,0.301,50.72,EUR,"Counted stock runs 17.5% below book stock across 21 daily counts. Cancellation rate 44.1% against a network baseline of 30.1% for this article (26 events, 26 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000121,MUC01,PF-MUC01,AR00057,2026-07-01,STOCK_VARIANCE,MEDIUM,2,OPEN,49.02,0.5333,0.3394,20,EUR,"Counted stock runs 20.1% below book stock across 21 daily counts. Cancellation rate 53.3% against a network baseline of 33.9% for this article (4 events, 8 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000122,MUC01,PF-MUC01,AR00319,2026-04-09,STOCK_VARIANCE,MEDIUM,2,OPEN,48.36,0.24,0.2102,7.2,EUR,"Counted stock runs 22.7% below book stock across 21 daily counts. Cancellation rate 24.0% against a network baseline of 21.0% for this article (3 events, 6 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000123,HAM01,PF-HAM01,AR00039,2026-06-01,STOCK_VARIANCE,MEDIUM,2,OPEN,48.33,0.1644,0.2448,12,EUR,Counted stock runs 21.2% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000124,HAM01,PF-HAM01,AR00055,2026-06-26,STOCK_VARIANCE,MEDIUM,2,OPEN,48.16,0.5,0.4713,32.5,EUR,"Counted stock runs 18.1% below book stock across 21 daily counts. Cancellation rate 50.0% against a network baseline of 47.1% for this article (5 events, 13 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000125,STR01,PF-STR01,AR00026,2026-06-16,RFID_MISREAD,MEDIUM,2,OPEN,47.93,0.5625,0.2759,10.8,EUR,"Cancellation rate 56.3% against a network baseline of 27.6% for this article (3 events, 9 units). Counted stock runs 14.0% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000126,STR01,SM-STR01,AR00138,2026-06-02,STOCK_VARIANCE,MEDIUM,2,OPEN,47.77,0.2727,0.1773,12,EUR,"Counted stock runs 20.9% below book stock across 21 daily counts. Cancellation rate 27.3% against a network baseline of 17.7% for this article (3 events, 6 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000127,WDF01,PF02,AR90008,2026-05-05,STOCK_VARIANCE,MEDIUM,2,OPEN,47.68,0.4615,0.3361,25.2,EUR,"Counted stock runs 18.6% below book stock across 21 daily counts. Cancellation rate 46.2% against a network baseline of 33.6% for this article (18 events, 18 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000128,STR01,PF-STR01,AR90010,2026-07-01,RFID_MISREAD,MEDIUM,2,OPEN,47.57,0.625,0.3085,11,EUR,"Cancellation rate 62.5% against a network baseline of 30.9% for this article (3 events, 5 units). Counted stock runs 14.5% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000129,WDF02,PF-WDF02,AR00441,2026-05-01,RFID_MISREAD,MEDIUM,2,OPEN,47.49,1,0.5254,25.11,EUR,"Cancellation rate 100.0% against a network baseline of 52.5% for this article (3 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000130,MUC01,PF-MUC01,AR00367,2026-04-06,RFID_MISREAD,MEDIUM,2,OPEN,47.42,0.625,0.3214,18.75,EUR,"Cancellation rate 62.5% against a network baseline of 32.1% for this article (3 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000131,MUC01,PF-MUC01,AR00405,2026-06-30,RFID_MISREAD,MEDIUM,2,OPEN,47.42,0.7143,0.3556,12,EUR,"Cancellation rate 71.4% against a network baseline of 35.6% for this article (4 events, 10 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000132,BLN01,SM-BLN01,AR00111,2026-03-30,STOCK_VARIANCE,MEDIUM,2,OPEN,47.38,0.2333,0.3148,17.5,EUR,Counted stock runs 19.5% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000133,WDF01,SM01,AR00187,2026-04-12,STOCK_VARIANCE,MEDIUM,2,OPEN,47.36,0.125,0.2886,7.5,EUR,Counted stock runs 21.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000134,STR01,PF-STR01,AR00013,2026-04-21,RFID_MISREAD,MEDIUM,2,OPEN,47.27,0.4,0.1927,7.2,EUR,"Cancellation rate 40.0% against a network baseline of 19.3% for this article (3 events, 4 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000135,WDF02,PF-WDF02,AR00204,2026-06-30,RFID_MISREAD,MEDIUM,2,OPEN,46.99,0.75,0.3925,21.6,EUR,"Cancellation rate 75.0% against a network baseline of 39.3% for this article (6 events, 12 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000136,STR01,PF-STR01,AR00001,2026-05-18,RFID_MISREAD,MEDIUM,2,OPEN,46.84,0.3684,0.1783,7,EUR,"Cancellation rate 36.8% against a network baseline of 17.8% for this article (3 events, 7 units). Counted stock runs 14.8% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
