ID,customer_ID,store_ID,article_ID,validFrom,validTo,propensity,offerDiscountPct,expectedRevenue,currency_code,channel,rationale,state
NBO-000619,CUST00352,WDF01,AR90054,2026-07-03,2026-07-17,0.5135,18.2,0.71,EUR,APP_PUSH,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000395,CUST00224,STR01,AR90040,2026-07-03,2026-07-17,0.5133,15,0.74,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000396,CUST00224,STR01,AR90030,2026-07-03,2026-07-17,0.5133,15,0.7,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000397,CUST00224,STR01,AR90039,2026-07-03,2026-07-17,0.5133,15,0.65,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000728,CUST00411,WDF02,AR90030,2026-07-03,2026-07-17,0.5133,15,0.7,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000729,CUST00411,WDF02,AR90039,2026-07-03,2026-07-17,0.5133,15,0.65,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000507,CUST00280,HAM01,AR90040,2026-07-03,2026-07-17,0.5121,16.6,0.73,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000508,CUST00280,HAM01,AR90030,2026-07-03,2026-07-17,0.5121,16.6,0.68,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000189,CUST00113,BLN01,AR90040,2026-07-03,2026-07-17,0.512,15,0.74,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000621,CUST00354,STR01,AR90040,2026-07-03,2026-07-17,0.5096,15,0.74,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000622,CUST00354,STR01,AR90030,2026-07-03,2026-07-17,0.5096,15,0.69,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000623,CUST00354,STR01,AR90039,2026-07-03,2026-07-17,0.5096,15,0.65,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000760,CUST00427,WDF01,AR90054,2026-07-03,2026-07-17,0.5096,18.2,0.71,EUR,APP_PUSH,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000661,CUST00375,WDF02,AR90018,2026-07-03,2026-07-17,0.5079,16.6,0.83,EUR,APP_PUSH,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000779,CUST00442,MUC01,AR90040,2026-07-03,2026-07-17,0.5071,16.6,0.72,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000780,CUST00442,MUC01,AR90030,2026-07-03,2026-07-17,0.5071,16.6,0.68,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000781,CUST00442,MUC01,AR90039,2026-07-03,2026-07-17,0.5071,16.6,0.63,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000009,CUST00003,WDF02,AR90013,2026-07-03,2026-07-17,0.5049,18.2,0.7,EUR,APP_PUSH,"Red Bull 0,25 sells with Leergut 0,25 EUR at 1.79x lift, and that is one of this customer's regular buys.",OPEN
NBO-000360,CUST00200,STR01,AR90019,2026-07-03,2026-07-17,0.5048,15,0.84,EUR,APP_PUSH,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000509,CUST00280,HAM01,AR00245,2026-07-03,2026-07-17,0.5042,9.6,1.41,EUR,APP_PUSH,Buys HOMEMADE Breakfastcup 285g about every 18.8 days and is 37 days on from the last one.,OPEN
NBO-000025,CUST00012,BLN01,AR90013,2026-07-03,2026-07-17,0.5037,19.8,0.69,EUR,APP_PUSH,"Red Bull 0,25 sells with Leergut 0,25 EUR at 1.79x lift, and that is one of this customer's regular buys.",OPEN
NBO-000662,CUST00375,WDF02,AR90054,2026-07-03,2026-07-17,0.5037,16.6,0.71,EUR,APP_PUSH,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000493,CUST00273,BLN01,AR90040,2026-07-03,2026-07-17,0.5029,15,0.73,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000494,CUST00273,BLN01,AR90039,2026-07-03,2026-07-17,0.5029,15,0.64,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000437,CUST00246,HAM01,AR00395,2026-07-03,2026-07-17,0.5028,9.6,1.14,EUR,APP_PUSH,Buys Koro Protein Bar Schoko Brownie about every 45.5 days and is 44 days on from the last one.,OPEN
NBO-000418,CUST00234,HAM01,AR90013,2026-07-03,2026-07-17,0.4987,9.6,0.77,EUR,ESL,"Buys Red Bull 0,25 about every 22.5 days and is 29 days on from the last one.",OPEN
NBO-000761,CUST00427,WDF01,AR90013,2026-07-03,2026-07-17,0.4974,18.2,0.69,EUR,ESL,"Red Bull 0,25 sells with Leergut 0,25 EUR at 1.79x lift, and that is one of this customer's regular buys.",OPEN
NBO-000764,CUST00428,WDF01,AR90018,2026-07-03,2026-07-17,0.4966,18.2,0.79,EUR,ESL,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000423,CUST00240,BLN01,AR90035,2026-07-03,2026-07-17,0.496,15,0.72,EUR,ESL,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000424,CUST00240,BLN01,AR90036,2026-07-03,2026-07-17,0.496,15,0.72,EUR,ESL,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000065,CUST00036,WDF02,AR90018,2026-07-03,2026-07-17,0.4956,18.2,0.79,EUR,ESL,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000198,CUST00121,BLN01,AR90035,2026-07-03,2026-07-17,0.4941,15,0.71,EUR,ESL,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000199,CUST00121,BLN01,AR90034,2026-07-03,2026-07-17,0.4941,15,0.71,EUR,ESL,"Welde Slow sells with Leergut 0,08 EUR at 8.29x lift, and that is one of this customer's regular buys.",OPEN
NBO-000200,CUST00121,BLN01,AR90036,2026-07-03,2026-07-17,0.4941,15,0.71,EUR,ESL,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000229,CUST00139,MUC01,AR90040,2026-07-03,2026-07-17,0.4919,16.6,0.7,EUR,ESL,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000128,CUST00074,BLN01,AR90040,2026-07-03,2026-07-17,0.4918,15,0.71,EUR,ESL,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000129,CUST00074,BLN01,AR90030,2026-07-03,2026-07-17,0.4918,15,0.67,EUR,ESL,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000130,CUST00074,BLN01,AR90039,2026-07-03,2026-07-17,0.4918,15,0.63,EUR,ESL,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000826,CUST00470,HAM01,AR90039,2026-07-03,2026-07-17,0.4918,9.6,0.67,EUR,ESL,"Buys Coca Cola Zero 0,4L Glas Mehrweg about every 50 days and is 78 days on from the last one.",OPEN
NBO-000432,CUST00244,STR01,AR90018,2026-07-03,2026-07-17,0.4916,15,0.81,EUR,ESL,"DPG Vitamin Well Reload sells with Koro Protein Bar Schoko Brownie at 2.19x lift, and that is one of this customer's regular buys.",OPEN
NBO-000457,CUST00254,WDF02,AR90004,2026-07-03,2026-07-17,0.4914,8,0.11,EUR,ESL,"Buys Leergut 0,25 EUR about every 41 days and is 73 days on from the last one.",OPEN
NBO-000066,CUST00036,WDF02,AR90054,2026-07-03,2026-07-17,0.4912,18.2,0.68,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000701,CUST00394,MUC01,AR90019,2026-07-03,2026-07-17,0.4881,15,0.81,EUR,ESL,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000642,CUST00366,HAM01,AR90040,2026-07-03,2026-07-17,0.4875,15,0.7,EUR,ESL,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000643,CUST00366,HAM01,AR90030,2026-07-03,2026-07-17,0.4875,15,0.66,EUR,ESL,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000038,CUST00017,BLN01,AR90030,2026-07-03,2026-07-17,0.4869,15,0.66,EUR,ESL,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000039,CUST00017,BLN01,AR90039,2026-07-03,2026-07-17,0.4869,15,0.62,EUR,ESL,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000222,CUST00134,HAM01,AR90002,2026-07-03,2026-07-17,0.4867,9.6,0.04,EUR,ESL,"Buys Leergut 0,08 EUR about every 17 days and is 22 days on from the last one.",OPEN
NBO-000045,CUST00020,HAM01,AR90040,2026-07-03,2026-07-17,0.4861,15,0.7,EUR,ESL,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000046,CUST00020,HAM01,AR90030,2026-07-03,2026-07-17,0.4861,15,0.66,EUR,ESL,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000028,CUST00013,WDF01,AR90018,2026-07-03,2026-07-17,0.4846,16.6,0.79,EUR,ESL,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000741,CUST00419,BLN01,AR90019,2026-07-03,2026-07-17,0.4818,15,0.8,EUR,ESL,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000312,CUST00183,MUC01,AR90018,2026-07-03,2026-07-17,0.4815,16.6,0.78,EUR,ESL,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000549,CUST00312,MUC01,AR90040,2026-07-03,2026-07-17,0.4813,15,0.7,EUR,ESL,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000550,CUST00312,MUC01,AR90030,2026-07-03,2026-07-17,0.4813,15,0.65,EUR,ESL,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000782,CUST00444,BLN01,AR90030,2026-07-03,2026-07-17,0.4813,15,0.65,EUR,ESL,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000783,CUST00444,BLN01,AR90039,2026-07-03,2026-07-17,0.4813,15,0.61,EUR,ESL,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000298,CUST00177,MUC01,AR90018,2026-07-03,2026-07-17,0.4807,15,0.8,EUR,ESL,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000633,CUST00362,MUC01,AR90040,2026-07-03,2026-07-17,0.4794,19.8,0.65,EUR,ESL,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000634,CUST00362,MUC01,AR90030,2026-07-03,2026-07-17,0.4794,19.8,0.62,EUR,ESL,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000635,CUST00362,MUC01,AR90039,2026-07-03,2026-07-17,0.4794,19.8,0.58,EUR,ESL,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000598,CUST00340,MUC01,AR90054,2026-07-03,2026-07-17,0.4793,16.6,0.68,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000067,CUST00036,WDF02,AR90013,2026-07-03,2026-07-17,0.479,18.2,0.67,EUR,ESL,"Red Bull 0,25 sells with Leergut 0,25 EUR at 1.79x lift, and that is one of this customer's regular buys.",OPEN
NBO-000438,CUST00246,HAM01,AR90054,2026-07-03,2026-07-17,0.4785,16.6,0.68,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000300,CUST00178,MUC01,AR90040,2026-07-03,2026-07-17,0.4783,15,0.69,EUR,ESL,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000301,CUST00178,MUC01,AR90030,2026-07-03,2026-07-17,0.4783,15,0.65,EUR,ESL,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000302,CUST00178,MUC01,AR90039,2026-07-03,2026-07-17,0.4783,15,0.61,EUR,ESL,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000313,CUST00183,MUC01,AR90054,2026-07-03,2026-07-17,0.4771,16.6,0.68,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000601,CUST00341,WDF01,AR90054,2026-07-03,2026-07-17,0.4771,16.6,0.68,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000299,CUST00177,MUC01,AR90054,2026-07-03,2026-07-17,0.4762,15,0.69,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000769,CUST00437,WDF01,AR90054,2026-07-03,2026-07-17,0.4755,18.2,0.66,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000419,CUST00236,WDF02,AR90040,2026-07-03,2026-07-17,0.475,15,0.69,EUR,ESL,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000420,CUST00236,WDF02,AR90030,2026-07-03,2026-07-17,0.475,15,0.65,EUR,ESL,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000421,CUST00236,WDF02,AR90039,2026-07-03,2026-07-17,0.475,15,0.61,EUR,ESL,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000315,CUST00184,WDF01,AR90003,2026-07-03,2026-07-17,0.4739,8,0.07,EUR,ESL,"Buys Leergut 0,15 EUR about every 27.7 days and is 24 days on from the last one.",OPEN
NBO-000551,CUST00312,MUC01,AR90035,2026-07-03,2026-07-17,0.4725,15,0.68,EUR,ESL,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000797,CUST00452,STR01,AR90040,2026-07-03,2026-07-17,0.4718,15,0.68,EUR,ESL,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000798,CUST00452,STR01,AR90030,2026-07-03,2026-07-17,0.4718,15,0.64,EUR,ESL,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000799,CUST00452,STR01,AR90039,2026-07-03,2026-07-17,0.4718,15,0.6,EUR,ESL,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000543,CUST00308,HAM01,AR90018,2026-07-03,2026-07-17,0.4705,16.6,0.77,EUR,ESL,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000342,CUST00194,WDF01,AR90019,2026-07-03,2026-07-17,0.4688,15,0.78,EUR,ESL,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000630,CUST00361,WDF01,AR90040,2026-07-03,2026-07-17,0.4656,15,0.67,EUR,ESL,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000631,CUST00361,WDF01,AR90030,2026-07-03,2026-07-17,0.4656,15,0.63,EUR,ESL,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000068,CUST00037,WDF02,AR90019,2026-07-03,2026-07-17,0.4654,16.6,0.76,EUR,ESL,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000679,CUST00385,MUC01,AR90018,2026-07-03,2026-07-17,0.4651,15,0.77,EUR,ESL,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000703,CUST00396,HAM01,AR90054,2026-07-03,2026-07-17,0.4647,15,0.67,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000466,CUST00257,HAM01,AR90054,2026-07-03,2026-07-17,0.4637,16.6,0.66,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000490,CUST00272,STR01,AR00289,2026-07-03,2026-07-17,0.4636,15,0.87,EUR,ESL,"Shot Himbeere Ingwer 60ml sells with HOMEMADE Breakfastcup 285g at 14.68x lift, and that is one of this customer's regular buys.",OPEN
NBO-000491,CUST00272,STR01,AR90040,2026-07-03,2026-07-17,0.4636,15,0.67,EUR,ESL,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000492,CUST00272,STR01,AR90030,2026-07-03,2026-07-17,0.4636,15,0.63,EUR,ESL,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000389,CUST00222,HAM01,AR90040,2026-07-03,2026-07-17,0.4635,16.6,0.66,EUR,ESL,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000390,CUST00222,HAM01,AR90030,2026-07-03,2026-07-17,0.4635,16.6,0.62,EUR,ESL,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000391,CUST00222,HAM01,AR90039,2026-07-03,2026-07-17,0.4635,16.6,0.58,EUR,ESL,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000167,CUST00102,HAM01,AR90054,2026-07-03,2026-07-17,0.4633,16.6,0.66,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000503,CUST00278,HAM01,AR90054,2026-07-03,2026-07-17,0.462,16.6,0.66,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000156,CUST00097,HAM01,AR90018,2026-07-03,2026-07-17,0.4617,16.6,0.75,EUR,ESL,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000713,CUST00402,STR01,AR90035,2026-07-03,2026-07-17,0.4611,15,0.67,EUR,ESL,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000714,CUST00402,STR01,AR90034,2026-07-03,2026-07-17,0.4611,15,0.67,EUR,ESL,"Welde Slow sells with Leergut 0,08 EUR at 8.29x lift, and that is one of this customer's regular buys.",OPEN
NBO-000715,CUST00402,STR01,AR90036,2026-07-03,2026-07-17,0.4611,15,0.67,EUR,ESL,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000680,CUST00385,MUC01,AR90054,2026-07-03,2026-07-17,0.4607,15,0.67,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000629,CUST00359,STR01,AR90054,2026-07-03,2026-07-17,0.4591,16.6,0.65,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000469,CUST00258,WDF01,AR90018,2026-07-03,2026-07-17,0.4588,16.6,0.75,EUR,ESL,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000343,CUST00194,WDF01,AR90004,2026-07-03,2026-07-17,0.4583,8,0.11,EUR,ESL,"Buys Leergut 0,25 EUR about every 11.4 days and is 24 days on from the last one.",OPEN
NBO-000831,CUST00473,STR01,AR90018,2026-07-03,2026-07-17,0.4567,15,0.76,EUR,ESL,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000249,CUST00150,STR01,AR90018,2026-07-03,2026-07-17,0.4554,15,0.75,EUR,ESL,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000081,CUST00047,BLN01,AR90040,2026-07-03,2026-07-17,0.4551,15,0.66,EUR,ESL,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000082,CUST00047,BLN01,AR90030,2026-07-03,2026-07-17,0.4551,15,0.62,EUR,ESL,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000328,CUST00188,BLN01,AR90019,2026-07-03,2026-07-17,0.4547,18.2,0.73,EUR,ESL,"DPG Vitamin Well Hydrate sells with Red Bull 0,25 at 2.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000151,CUST00093,WDF01,AR90018,2026-07-03,2026-07-17,0.4544,16.6,0.74,EUR,ESL,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000832,CUST00473,STR01,AR90054,2026-07-03,2026-07-17,0.4522,15,0.65,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000476,CUST00261,STR01,AR90004,2026-07-03,2026-07-17,0.4521,9.6,0.1,EUR,ESL,"Buys Leergut 0,25 EUR about every 41.3 days and is 59 days on from the last one.",OPEN
NBO-000250,CUST00150,STR01,AR90054,2026-07-03,2026-07-17,0.4512,15,0.65,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000790,CUST00446,HAM01,AR90013,2026-07-03,2026-07-17,0.4495,11.2,0.68,EUR,ESL,"Buys Red Bull 0,25 about every 33.5 days and is 49 days on from the last one.",OPEN
NBO-000719,CUST00407,WDF01,AR90035,2026-07-03,2026-07-17,0.449,15,0.65,EUR,ESL,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000720,CUST00407,WDF01,AR90036,2026-07-03,2026-07-17,0.449,15,0.65,EUR,ESL,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000477,CUST00261,STR01,AR90018,2026-07-03,2026-07-17,0.4483,16.6,0.73,EUR,ESL,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000264,CUST00156,STR01,AR90030,2026-07-03,2026-07-17,0.4478,15,0.61,EUR,ESL,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000265,CUST00156,STR01,AR90039,2026-07-03,2026-07-17,0.4478,15,0.57,EUR,ESL,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000220,CUST00133,STR01,AR90018,2026-07-03,2026-07-17,0.4448,16.6,0.72,EUR,ESL,"DPG Vitamin Well Reload sells with Leergut 0,25 EUR at 1.86x lift, and that is one of this customer's regular buys.",OPEN
NBO-000478,CUST00261,STR01,AR90054,2026-07-03,2026-07-17,0.4444,16.6,0.63,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
NBO-000316,CUST00184,WDF01,AR90054,2026-07-03,2026-07-17,0.4441,15,0.64,EUR,ESL,"Red Bull Sea Blue Edition sells with Leergut 0,25 EUR at 1.84x lift, and that is one of this customer's regular buys.",OPEN
